name,episode,youtube_link,score,transcript,len,reoccuring_guest
Phoenix Provocateur,Min #3 — KT #708,https://youtu.be/GZuIpWgRzgo?t=1324,0.684,"So one of the best parts about my life right now is that my boyfriend goes to work all day and then he wants to come home and suck my dick. So sometimes going around straight people feels like going cow tipping. Are they awake? Are they not? We will get there. So over the holidays, my great grandma told me that the best n*gga to be, or the worst n*igga to be my bad, the worst n*gga to be is a white n*gga. Now this is a 90-year-old woman, she tells me shit like that all the time. She told me when she, when she was little, that she used to terrorize white kids by saying God loves us more because he took the time to color us in. I think it makes sense. I think it makes sense. And then they had me and I think she questioned everything after that. But it's okay. It's all right...",785,Nope
Uncle Lazer,Min #1 — KT #719,https://youtu.be/Ke2uMqOMn-U?t=458,0.46299999999999997,"Some people got a face for radio. I got more of a face for cuck holding. The bar the other night, older gentleman comes to me and goes, man, we love you on that Kill Tony show. We love you a lot. He said, me and my wife are here, we're new in our vows. For 30 years we've met in this bar. He goes, man, it's on my bucket list. If you'll have sex with my wife, will I watch? I said, man, you didn't want to go skydiving? You want me to fuck your wife? He said, man, I'll be willing to give you a thousand shekels for your time. I said, well, let's take a look at her, at least. So he, that's never good, you know? This fucking vending machine comes up out of the bathroom. From a distance, her skin was leathery. Up close, her skin was leathery. She looked like an old fucking Buick seat. I said, hey, man, I'm gonna have to pass. He said, man, I fucking need this. I said, I fucking don't, you know? He said, I'll give you $4,000 fucking dollars. And I said, you know what dude, Buick's not that bad of a car. My name's Uncle Lazer, thank you.",1043,Uncle Lazer
Wilson,Min #2 — KT #739,https://youtu.be/QePXRkrAEoE&t?t=720,0.715,"Howdy. How many cans of beard does it take to kill a man? I don't know, but it only took me one to kill that 8-year-old. Speaking of cans, they never really understood the canned food drive because mean like they're homeless, right? Are they gonna open it? I doubt they have a can opener. Much less a stove. I guess they could see how many cans of food it takes to kill a man. Got a pretty good idea how many an 8-year-old can handle. You know what I mean? So I lost my dad last year to a LS. There's a, there's a lot of little sad pit stops comes with a LS. A lot of crushing moments, lots of loss. Started with his ability to run eventually to walk. You know, one day is his ability to eat, even breathe for himself. There's a lot of sad moments. So I can't tell you how psyched that was when I came in one morning to get him up and he was pitching a tent. I guess I'm the only one who's seen his dad rock hard and felt real joy. Thank you.",942,Nope
Charlie Mac,Min #8 — KT #733,https://youtu.be/cqXwoGrebXs?t=4510,0.667,"First off, I want to thank the KILL TONY Universe. Y'all really did change my life, you know? Thank you. Yes. Now I'm able to buy a lot of lavish shit. Like I just bought a new $1,500 shelf. I put all my clothes on it and everything. Some of y'all know it as a treadmill. I've never touched it. I don't know what the fuck it does. Last time I touched it was to balance myself to put my shoes on. I don't, it's crazy. Now my ex let me have sex with her again. Yes. Yes. I like it. 'cause she likes to role play. You know, I be hitting it from the back. You know, I throw on her wig, she throwing my CPAP. Y'all done never had CPAP sex. It's like, fucking darda. I'm like, who's in it? She go, yours. I'm like, damn, Luke, I guess I am your father.",746,Nope
Anthony Ruan,Min #9 — KT #707,https://youtu.be/qUmZG3yN_L4?t=5044,0.369,"I started dating this new girl. I'll be honest with everyone here, I really like her. She's just into things that I have no experience in, like role play. She keeps trying to get me to wear these magnums. I'm a terrible communicator. I don't know how to let her know, like, that's not how that works. No matter how dark this face paint is. Chill out. You guys are going to feel much better when I tell you I ran that joke by that black gentleman right there. He told me he hated it. So, it's much better than my last relationship. My last girlfriend, she broke up with me after we found out the apartment was haunted. I'll admit, it's scary stuff getting in a huge argument when you know you're too afraid to go sleep on the couch. There was one time where in the middle of this big fight, I was like, you know what? The lights started to flicker. I was like, you're right. That's it.",884,Nope
Juanita,Min #7 — KT #694,N/A,0.7979999999999999,"How many of you Kill Tony people are unvaccinated? Don't get it, don't get the vaccine. I'm transgender now [man's voice]. Didn't happen till after a second booster and a bud light. Drink Shiner keep it local. Sometimes I like to go to gender reveal parties... and drown the room in negative energy. You don't fucking know! You don't fucking...know.",349,Nope
Brandon Raez,Min #11 — KT #746,https://youtu.be/a9Le0VGXZDU?t=6495,0.586,"Disney adults. Am I right? Ew. My kids dressed me. I have an excuse. Okay guys. Jill just celebrated 15 years of marriage. It's the same energy I gave that last 15 years. Thanks guys. We've been trying this new thing. My wife's love language is quality time where you like trap in a room, trying to escape an argument in the car. That's right. Yeah. Just one argument away from winning. Woo.",391,Nope
Ahren Belisle,Min #6 — KT #743,https://youtu.be/S-hoyAhR0f0?t=3512,0.6579999999999999,"Who wants to see me do some crowd work? Well, I can't talk, so you're not fucking gonna fine. I'll give it a try. Hello? Random person who I'm never gonna see again. What's your name? That's a stupid name. I'm gonna talk to someone else. What about you? What's your name? Abby. Hello. Insert name here. What do you do for work? Just so everyone can't hear insert name here. Said they work as an insert job here. Do you like insert job here. Hello? Insert name here. What do you do for work? Depending on what you said, I'm either happy for you or sad for you. Just kidding. I don't really give a fuck. My crowd work is great. It's just people awkwardly staring at me waiting to hear what next fucked up thing will come out of my mouth phone. My mom fucking loves Tylenol",770,Nope
Martin Phillips,Min #11 — KT : KOBK,N/A,0.43700000000000006,"Anybody ever been crucified? No? People get crucified and they make their whole personality. Like we get it. The Volkswagen Beetle was invented by the Nazis, so that proves they had a fun side. It's a silly car, I mean you punch people when you see it. I still substitute now and then. The other day I was in school for a tornado drill, and we had to go into tornado drill position. If you forget tornado drill position is, here's a jingle to help remind you. ""Face down asshole. That's the way we survive a tornado"" [in song].",527,Martin Phillips
Mitch Crowlinger,Min #7 — KT #715,https://youtu.be/z0G4J_uBvQE&t?t=3600,0.37,"As someone who works in the field of marine biology, sometimes people ask me about sea level rise because that's a scary thing you hear about. And I have to say, I'm not really all that worried about our ocean levels like rising up because for me I just see that as job growth. You know, like my, I'm just getting more to explore. My career is growing at an alarming rate of a quarter inch a year. Which to put that into perspective, that's the same rate that my hair is falling out. So if you see me in like a year from now, now you can look at the top of my head and then decide if you still really wanna invest in that ocean front property. One of my favorite facts about sea turtles is that they're, one of my favorite facts about sea turtles is that their sex is determined by the temperature of their nest. So if the sand is really warm, then they develop as females and if the sand is cold, they develop as males. 'cause even in the world of sea turtles, males and females cannot agree on what temp did I go over time? No. Even in the world of sea turtles, males and females cannot not agree on what temperature the thermostat should be set to.",1151,Nope
Jose Ayala,Min #7 — KT #744,https://youtu.be/MaXtfCpexqM&t?t=3860,0.498,"Hell yeah, hell yeah. I know what you're thinking, that's one big ass fucking Jose right there, you know? Yeah, no. I know I know I'm not a traditional, Mexican that you can tell. Yeah, but the most Mexican thing about me is I got a UTI. Yeah, a urinary tract infection. Ladies, drink her cranberry juice, you know? Because I got jerked off by a chick who had hotchito fingers, you know? Yeah, can you believe it? That bitch flavor blasts in my dick, you know? No, but I got her back, I did. I ate her pussy out with Frank's Red Hat, you know? You can literally put that shit on anything, you know? And it was great, too, because, you know, It makes everything takes like buffalo wings, so it went great with the fucking blue cheese she already had, you know? Yeah, I should call her, you know? Yeah, here's another. What do you call it when you make a paralyzed girl squirt? Vegetable soup. My name's gonna say, y'all. That guys been wonderful. Vegetable soup?",961,Nope
Sarah Sloan,Min #2 — KT #743,https://youtu.be/S-hoyAhR0f0?t=1117,0.696,"Hey guys. I recently did one of those new things that I've never done before, which is getting in those Waymo cars. Yeah, that was kind of cool. I get into the car and the computer turns on and asks me, where would you like to go? And so I was like, take me on an experience I've never been on before.  I really hate when people brag about how many black friends they have. Like, why are we bragging about how many bad friends we have? I've been working on other animal impressions, so I'm gonna do a, a nasty and rude giraffe. Are you guys ready? Yes. All right. Hey guys, I'm Taylor Swift and I just released a new album.",623,Nope
Ari Matti,Min #11 — KT #725,https://youtu.be/KSGu1gbKP2Q?t=4935,0.8240000000000001,"I love Nashville. There is one problem though. Last time I was in Nashville, I was at a house party talking to bitches and I was talking to this girl. Things were going great. Nothing creepy. A little smooch. You know, I didn't touch the pussy, but I felt the heat. You know what I'm saying? And then some dude at the party behind me pulls out a guitar. All guys, all guys know this feeling. You're talking to a girl at a party and then you hear that pring, you're like, fuck, there goes my pussy. Fuck your guitar. Play that shit at home. I know what you're trying to do. I don't trust any guy who's good at something. I know what you're doing. You fucking creep. And I get it. Listen, I get bitches. Love the guitar. It's a romantic instrument. If I had a guitar, I would pull it out right now. You know, I'm Estonian. We didn't grow up on the guitar. Eastern Europeans, we grew up on the accordion. You ever hear an accordion? It literally sounds like communism. If you put your ear close enough to an accordion, you can literally hear it go. There is never enough bread. You don't get wet to an accordion. You fucking kill yourself to one. Thank you so much.",1162,Ari Matti
Kansei Yasuda,Min #1 — KT #745,https://youtu.be/gcz3dw7_HTw&t?t=338,0.723,"Hey guys. Did you guys know that most of the fentanyl was manufactured in Japan. I was surprised in the beginning but, it kinda makes sense that they are making it in Japan, cuz police in Japan will never realize if people are high on fentanyl or just being really, really respectful. Speaking of fentanyl, any Chinese people in this crowd? If there is, as a Japanese person, sorry for everything. I think Japan did terrible things to China back in WW2. So I think in my opinion as a Japanese person, Japan deserved first bomb. But second one.... It's too much. So I never understood the second one, never did, until just recently I figured it out. I was using a microwave and I took my food out. And my food wasn't piping hot enough. I was like, why dis hotpocket not surrendering. So I had to nuke it again.",809,Kansei Yasuda
William Montgomery,Min #11 — KT #695,N/A,0.826,"Daaamnnn I'm starting to think my ass should have made a sex tape with Ray Jay. And by the way Tony you know I ain't ever gonna shave my head man. Whoopie Goldberg is so mad Trump got elected that she claims she's now refusing to have sex. Hey Whoopie, I'm mad too, in fact I'm so mad Trump got elected that I'm now refusing to play in the NFL. Ain't nobody tryna have sex with your bald ass biiiitccch. Liam Payne ex member of the popular boyfriend One Direction recently jumped off the third floor balcony to his death. One direction.... uhm yeah, straight down. An Oregon government official was recently suspended for hiring people based on their qualifications rather than their sexual orientation. Okay that's a joke just literarily the headline there.",758,William Montgomery
Josh Canada,Min #10 — KT #745,https://youtu.be/gcz3dw7_HTw&t?t=6421,0.44799999999999995,"I'm having a great month right now, I actually just celebrated two years of marriage, so that was fucking dope. It's a weird time in our marriage cuz we're talking and I wanted to go see the new Superman movie, it just came out on HBO. I was explaining it was really interesting cuz they changed directors and revamped the universe. She asked me how long I wanted her to pretend to care about this. So this is now a new level of honesty I didn't know I didn't want. But I did see the new Superman. If you wanna see it, I'm hearing a lot of strange stuff about it. There's one nation oppressing another nation and it's analogy for Israel Palestine. But if you wanna see the movie that's not at all true, and I know that because in the movie, Lois Lain is a reporter and she lived the entire time.",795,Nope
Alex Hertlein,Min #3 — KT #728,https://youtu.be/Yd3iQE3io3Y&t?t=1261,0.5670000000000001,"Hell yeah dude. All right, so real quick, I just want to address this shit going on. 'cause whenever I do standup, most people are wondering why I look like my mom after she burnt dinner. Yeah, it's a, it's just a birthmark. My mom's fine. My dad would never hit my mom in the face. Okay. Only, only in the stomach when she was pregnant with me. That's how it happened. Yeah. But when people find out it's a birth mark, they usually hit me with something like, pardon me, Zuko. What was it like growing up? Part soccer ball and you know, obviously I got bullied and shit quite a bit. But dude, my childhood was actually way harder for my dad, bro. You got falsely accused of child abuse a lot. Yeah. Every day. Sir, why'd you give your 4-year-old the smoke? Like, dude, I remember this one lady was yelling at him so badly that like my little kid brain didn't know how to process it. So I would just shake and fear like Gordon Ramsey's wife when he is about to go down on her. Well thank you.",992,Nope
Hector C Fuentes,Min #8 — KT #686,N/A,0.455,"I'm bilingual. Let me tell you guys something, if you're bilingual, you'll never be perfect in both languages. The other day the homie was like, ""Look at that guy with the glasses and the beard, that you're doppleganger"". I was like, hey bro, I don't be doing that, hold up. He was like, ""That's you're lookalike"". I was like bro, look-a-like three syllables, doppelganger, 4 syllables... Unnecessary-freaky-ass word. I was in New York with two dudes arguing. It's the only place where this kind of thing happens. one of them was like, ""Charlie, you're being antisemitic"". I was like damn, that couldn't be me, I don't retain no semen. Tell me, if y'all know this sing it with me. ""Money on the dresser, drive a compressor, top notch hoes get the most not the lesser [rapping]"". I just learnt a compressor was a Mercedes. I thought it was a compressora bro like.",862,Nope
Hector Garcia,Min #2 — KT #690,N/A,0.34,"Got any fans of borderline racism in the house? Yeahhh. I'm Mexican, I'm on the fence about it you know I could go either way. I like racism in fun places like pool. You go up to a pool table what do you see? Just the white ball chilling all free, and the coloured balls are all locked up right, you gotta bail them out. What happens if you're coloured and you fall off the table, back to jail you go, wait till you post bond. But when you're white you slip through the crack and go off the end, white ball privilege bro they put you anywhere on that table you want man, line me up over here, got a good shot of that red and yellow motherfucker by the rails. Half the balls are white right, like some kind of still wanna see us all on holes. People chalking up throwing up white powder like Lebron James. They make the black balls go last like some kinda final boss you gotta battle, like showing up at the end of the movie. But what happens if you accidentally make the black ball - everybody out of the water we can't swim in that shit no more. Drain it and fill it back up again. There's not even a Mexican ball, I think there's an undocumented Mexican ball living inside the pool table, comes out at night does all the edges and cleaning. Why else would it look so nice? He's hiding from the white and green ball that's the border patrol ball, the 14.",1355,Nope
Kam Patterson,Min #9 — KT #690,N/A,0.8370000000000001,"My lil sister just came out and told my dad she was gay and my dad is not aggressive, my dad is 64 years old. So he got a brother that's been gay his whole life, he's 57. My dad go, ""he not gay he just confused"", that's what he been saying the whole time. And my sister cam out and said, ""dad I just wanna tell you I like girls."". And my dad went, ""ey Imma tell you something, you been my daughter for 18 years. I love you I'm always gonna love you. Ain't nothing gonna change the way I feel about you, but you going to hell"". And my sister said, ""well see you in hell then n*gga"". And then my dad said, ""I'm not gonna be on the gay-side of hell, I'll tell you that much."". As if hell had two sides. I wonder if Hitler went to Heaven. What if he did? The Jews did kill his son. Okay that's it...",795,Kam Patterson
Jimmy Moynihan,Min #6 — KT #713,https://youtu.be/2aB2fB1Ylao&t?t=3778,0.7170000000000001,"Thanks everybody. You guys seem very nice, which is good. I've been, I've been depressed lately, but I have a therapist now, which is good. 'cause I can't talk to my friends about depression. I can't, they're not helpful. The other day I was talking to my buddy, I'm like, I don't know man. I think if it wasn't for my parents, I'd probably kill myself. And he was like, eh. I think your parents would understand. I mean, they love you, but ultimately they want what's best for their son. I thought one married friend who has like a family, so he thinks his problems are worse than everyone else's. You know, we were out late and he says, I have to go home. I've been up since 8:00 AM I'm like, I had to wake up at 7:00 AM And he goes, yeah, but you don't have a wife and three kids at home. I'm like, oh yeah, no, you're right. Every morning when I wake up tired and depressed, I think to myself, well at least I'm alone. Oh man. I had that nightmare again where I had a loving family. Hey, thank you very much.",1012,Nope
Juanita,Min #9 — KT #712,https://youtu.be/ezuyuoP5OI8&t?t=4970,0.573,"What should I say? Hey, uh, so I started working at a restaurant, and I'm annoyed with my manager because she doesn't say anything to the little kids running around. And I used to be a corporate manager and I would lie so I'd be like hey you guys we don't want the kids running around because we have some broken glass or hey y'all we just had a service dog eat a piece of Oreo cheesecake and diarrhea all over the main dining room. We're gonna want to keep the kids right here. Hey, y'all. Our buster is a registered sex offender. And he's really horny. And your kids are super hot. So we're just gonna want to keep them neatly stowed right here at the table. Anybody uncircumcised? Yeah, me too.",697,Nope
Frankie Magoo,Min #4 — KT #745,https://youtu.be/gcz3dw7_HTw&t?t=2397,0.18899999999999997,"So I've recently been on the interneet dating and I've been with an Afircan American lady I've been spending time with. She's about as Caucasian as they come so i introduced her to my family. Just straight down the middle until about 5 days ago, we were making love and she said,",279,Nope
Holly Jensen,Min #4 — KT #751,https://youtu.be/tXW0SFv1C-U&t?t=1982,0.818,"So I'm actually from Salt Lake City, Utah. I just moved here and the first thing everybody always asks is if I'm Mormon, I'm not. I'm Jewish. But I did have a lot of Mormon boyfriends growing up. The cool thing about Mormon boyfriends is they have some really weird rules. Like they won't drink coffee, but they will finger a Jew. So I've been having a hard time getting a job out here in Austin. When I was in Salt Lake, I was a stripper. Thank you. So much more supportive than my parents. I appreciate they hated the stuff that I would do at work. Like I loved showing up with googly eyes. As pasties. Turns out men don't like it when the T stare back at them. Shit kept going wrong at the strip club. Like one day our DJ didn't show up so we had to dance to Pandora radio with the commercials on. So I was just twerking on some old dude like, do you struggle with osteoporosis?",881,Nope
Kimberly Koester,Min #10 — KT #720,https://youtu.be/auvj7zWVQHU&t?t=6215,0.7190000000000001,"Oh, when I see a hot guy, I'm like, damn. I could have gave birth to him. Probably screwed his dad in college. You know, I do get hit on a lot. I wonder if men have a menopause fetish. Damn, that cougar could tear me up. I would tear you up. Because I'm dry as fuck. I-I-I- You would have more pleasure rubbing your wiener on a cheese grater. Um. I spread my knees, tumbleweeds roll out. Um... Last guy came up coughing, and, you know... I... They sent a canary into the cavern. He's dead. It's all dead inside",510,Nope
Dusty Carter,Min #12 — KT #749,https://youtu.be/n41jDuAwD_s&t?t=6389,0.562,"I recently made a horrible mistake. I cut off all my hair in most of my beard. Yeah. I used to look like Jesus if his first miracle was turning water into meth. You know, I got tired of walking around looking like a caveman who had been thawed from ice. The problem is now I just look like a white guy hired by it. I was at my daughter's school the other day And I overheard these two ladies talking about a deaf kid that had been learning sign language and then he had an accident over the summer during 4th of July. Messed up some digits. I was like, that is so sad. That little boy was born deaf. Then he developed a lisp. It is okay for the rest of y'all to laugh. Hell, if he was here, he wouldn't have heard you. That's my time.",734,Nope
Patrick Casaday,Min #11 — KT #749,https://youtu.be/n41jDuAwD_s&t?t=6041,0.42,"How we all doing tonight? You guys ever walk in on your parents having sex when you're a kid? 27 times. It's awkward when they tell you to stop doing it. You keep No, it's my fault. The first time, actually it was about five And I said, what do you want for your birthday? I said, I wanna watch fucking shit. Said big wheel, stupid. Actually, my father passed away not too long ago. That's, I, I'm pretty happy about that now. He left me his motor home and I'm living in at about two miles away from here. So I get to sign up all the time. It's pretty awesome. But I've had a hard time talking about it with all my black friends. 'cause I don't want 'em think I'm appropriating their culture by not having a father now. Which got me thinking about Star Wars and how and it could Skywalker was white. Oh damn. But then soon as he turned black, he left his kids in. Nah, that's Alright. Alright, that's all I got. Thanks guys.",924,Nope
David Lucas,Min #9 — KT #728,https://youtu.be/Yd3iQE3io3Y&t?t=4335,0.509,"Yeah. A plane in India just recently crashed heading to England and 176 Indians died. And since that plane crash, scam calls have been down 50%. Apple has no more tech support. It's crazy. You gonna call Apple and talk to a nigga that sound like me? You know what I'm saying? Can you help me with my phone? Have you turned that motherfucker off yet? Bitch, turn it off and turn it back on. I can only imagine what that plane smelled like. God damn bro. If I would've been driving that plane, I probably would've crashed into, oh no, when it crashed it probably smelled like somebody was barbecuing a goat. It was. They were like, who is barbecuing the no, tell us. It's so weird how women with purple and blue hair want us to give a fuck about the Middle East. You know what I'm saying? Like nobody really gives a fuck about the Middle East because if you did, you take your ass over there. If they want me to give a fuck about the Middle East, you gonna have to get a Middle East A NFL team. That's the only way. Yo, I love to watch the Palestine Packers, you know what I'm saying? All right, that's my time",1108,David Lucas
William Montgomery,Min #13 — KT #739,https://youtu.be/QePXRkrAEoE&t?t=7160,0.764,"I met a guy at the airport who told me he used to do comedy, and I said, oh, are you pretty good? And he said, yeah, I almost went viral. Wait, how do you almost go viral? That's like me saying I almost got AIDS Pro tip. When you get off a plane and walk out of the gate and the people are staring at you waiting to get on, say loudly into your phone. I've never seen so many spiders on a plane in my life. A Princeton grad student has been released from Iraq after 900 days in captivity. Damn. How long was that thesis growing up? I was told I should be a doctor because my handwriting was so bad and signing settlement checks to harass nurses. I was like a motherfucking nasty. Ery Haer Duker has. Okay, that's my time",720,William Montgomery
Dusty Keith,Min #8 — KT #694,N/A,0.10800000000000001,"Tony doesn't seem to recognize my name, I couldn't forget those hot pink rubber clown lips if I tried. Damn. They haunt me. Man I get this shaky memory though. Her senses were rattled by many a headboard and man's pelvis back in the day during her whoring times, and she's transitioned since I'm sorry to deadname ya. Me and the frat gentlemen were admiring her two-dick mouth yet three-dick throat, ya know, we measure thing with what he have on hand down in the South. And in a fever, she slammed her Seabreeze, dislocated her jaw, and enveloped the 3 thickest frat gentlemen in the room. It was one of those incredible moments were time seemed to slow down when things came together. I witnessed it then it was a dingulariy, if need be Tanya here could dislocate her jaw and envelope a entire frozen turkey. Let's all go down to the HEB so we can show them your merchandise sir. Still got a few second huh? She had a good name back in the day, manaconda for those moments.",975,Nope
Philip Garcia,Min #3 — KT #713,https://youtu.be/2aB2fB1Ylao&t?t=1754,0.589,"Thank y'all. I've been crushing up plan B and putting it in my girlfriend's eggs every morning. Yeah, she, she's Latina, so it's, it's, it's, it's a, it's a must. She's Catholic, so I have to sneak it in somehow. Yeah, if you really wanna think about it. It's like an abortion inside of an abortion, which is even crazier. Yeah. Thank you. Also, it's like a $72 egg at this point. You know what I'm saying? We're in love though. We're shitting with the door open, which is great. I know. Yeah, it's good. That's a good place to be. The other day she got really scared though. I think she paid attention for the first time she walked by and she went, oh, when guys, shit, their dicking balls go inside the toilet bowl with it. And I was like, yeah, that's crazy. You put your mouth on that thing. She was like, it's in the water and everything. And I was like, sadly, we don't have that problem. Thank you for going that out there. All right guys, thank you so much. I'm Philip Garcia. Thank you",994,Nope
Carly Rose,Min #13 — KT #704,https://youtu.be/C5LxxL5XD6A&t?t=7775,0.32,"I always hear people talk about being the personality hire at their job, but I'm disabled so I do not work. But I was the personality hire at my children's hospital. hire at my children's hospital. And that's a lot to ask of a dying 13 year old. Morale is super low and my jokes just don't kill like cancer on the sixth floor. But honestly being disabled is not that bad. I come with like built-in party tricks. I have two different options for body shots. And I also don't need any alcohol to black out. I'm really easy to date rape. You just have to make me stand still for five minutes and I will hit the fucking floor.",622,Nope
Ryan Adam,Min #4 — KT #715,https://youtu.be/z0G4J_uBvQE&t?t=1948,0.813,"Has anybody here ever taken the am I gay test on Facebook? If not, don't bother. It's 35 minutes of gay porn. And once you get to the end, there aren't even any questions. I checked twice my grandpa, he, he used to babysit me, but now I babysit him. I took him to buy some groceries and in the middle of the aisle he goes, $5 for a bag of Doritos. Back in my day, I could get my dick sucked for a dollar. I said, grandpa, you can't, you can't trick me like that anymore.",470,Nope
Ronnie Rohrbeck,Min #12 — KT #738,https://youtu.be/i1ucuvfyw0o?t=6445,0.748,"Guys. I am celebrating nine years of my citizenship. I've lived here for 26 years. I was adopted by white people. I have a disability. My dad got me off a fucking tax write off. No, honestly, like he was an asshole because growing up he never taught me Spanish. So that any, so anytime I would act out, he would be like here. He, he'd always threaten to send me back to the homeland and like he goes here, they call you Ronnie. Back at home, they would call you jaguar bait and he would always use past tense. So I knew he was serious. And the worst part about it is growing up, like I never thought my dad was an asshole. Like I never thought my dad was an alcoholic, but I knew my dad was an alcoholic because at the age of four, he would make me make his cocktails for him and he would put the shaker in my bad hand and call it exercise. Thank you guys.",856,Nope
Kam Patterson,Min #10 — KT #709,https://youtu.be/3tzdqyIPcrM&t?t=6777,0.63,"He just did a fucked up impression of me. That pissed me the fuck off. How you going to beat me before I go up, you dirty bitch? That made me angry as shit. And Camara said, what the fuck? I'm doing it right now, as you can tell. That's my voice, bitch. It's good, though. You know what's funny? I feel good doing comedy, dog. I feel like I'm inspiring young black men to do better in life, dog. That's not funny, bitch. That's good. I am. Like, I was walking down the street that day, a dude came up to me and said, but you don't understand something, bro. Like, seeing your ass do stand up and shit, like cutting out of trenches, that mean I want to change my life, like real shit, dog. Like, yesterday was my last day ever selling dope. And I was like, that's beautiful, dog. Hell yeah. What do you do now? And he was like, I just do security and logistics. And I was like, what the fuck does that mean? And he said, n*gga, I'm a pimp. I sell pussy. That's it. Which is insane. Which is insane, because, like, I don't even, I don't think I helped him at all, dog. He went from drug  trafficking to sex trafficking. N*gga, that's crazy. That's worse, actually. I like telling that joke because half of y'all laughed because that's funny. And the rest of y'all was like, how the fuck this n*gga know the word logistics? And I'm done. Thank you so much.",1353,Kam Patterson
Jemischa Albo,Min #2 — KT #694,N/A,0.436,"My names Jemischa I was adopted when I was 6-years old. I'm the only black person in my family and when I tell people that they think my life is a lot like that movie The Help. Yeah, growing up my life was more like the movie Get Out. Except with Mexicans which was somehow worse. My mum is a combination of white and Mexican, so when we're in public I call her MexiKaren. Right, like she can eat tamales with the best of them but like a white woman she loves to say the N-word... Nordstrom. But she is Mexican so it's more like Nordstrom-rack. That bitch loves a hard R. I got kinky parents. You guys got kinky parent - don't answer that. You see here's the thing about kinky parents, you shouldn't know that they're kinky. When I was 18-years old my mum came out to me as bisexual. But by using the phrase, ""I'm gonna be in a relationship with your father and his girlfriend"". Yeah, my parents are Mexican and their third is white, so when they're all together I call them tres leches.",987,Nope
Brook Redell,Min #2 — KT #708,https://youtu.be/GZuIpWgRzgo?t=898,0.452,"I love to eavesdrop. I was listening to this black couple talk about their friend Jennay. Whew. Crazy bitch. Okay, so she has this on again, off again. Relationship with her boyfriend, right? She leaves him, she starts performing naked, heavily using drugs and then finds out she has aids. So she goes back to her boyfriend, right? And is like, you know what? I still love you Forrest. They were talking about the plot of Forrest Gump and my racist as thought Jenny was just this interesting black woman with a past. So I don't eaves drop anymore. Been thinking about the Holocaust a lot lately, specifically 'cause I just got a dog and my landlord doesn't know. So he'll start barking, right? And I'm like, shut up. The gestapos coming. You gotta keep it quiet. What would Anne do? She'd write it down famously. She'd write it down.",833,Nope
Paul Ramirez,Min #5 — KT #738,https://youtu.be/i1ucuvfyw0o?t=2860,0.7090000000000001,"So I just got told I look like a Pokemon trainer with a fentanyl addiction. Oh yeah, dude, I sucked the Pikachu from Dick, you know? All right. That sucked. Oh yeah. I just graduated high school about a year ago today. And I found out on the news, I'm my old high school teacher. He got arrested for training a's in exchange for sex, which wasn't news to me because I was a straight A student back in high school. He taught me a valuable lesson though. One lesson he taught me was that sometimes in life he got give head to get ahead. You know, high school was weird for me. I went to high school during the era of school shootings, you know, and my school came up with a program to prevent school shootings. My school came up with a program. We'd be nice to the kid who we thought was most likely to shoot up the school, you know, which benefited me. 'cause it made me Mr. Popular back in high school. I don't know why I was gonna shoot the school. I was too busy sucking my teacher off, you know? Thank you.",1009,Nope
Daisy Hart,Min #15 — KT #706,https://youtu.be/UhsoW7UIRUA&t?t=9551,0.22,"Woo! Woo! Thank you. What the fuck is up, Texas? Happy New Year's! Woo! Guys, I'm Daisy Hart. I've been hearing everyone's been calling me Daisy Heartless lately. I'm like, ah, I'm sorry, boys. You gotta be at least this tall to ride the ride? Fuck you guys. Y'all, I'm from a sundown town. If y'all don't know what a sundown town is, they have a sign that says if you're brown, turn around. I thought that meant if you're brown, turn around, you know? Hey, whatever, guys. Fuck y'all. Y'all can be jealous. I am new to comedy, though. I hear you got to eat a lot of dicks to be good at comedy. So, y'all can start calling me little kamikaze. Woop, it's hard to be this bad",673,Nope
Mat Edgar,Min #5 — KT #700,https://youtu.be/SVkT9QrWWxc&t?t=3742,0.737,"I just moved to Austin a year ago. Yeah, it's uh so gay. I mean every weekend there's a march or a parade. When I was a kid gay was like an insult. Now it's a party. Give em an inch... and they're gonna try to suck it. I'll tell you the gayest thing I've ever done, uhmm Tony was there. We performed in the La hoya comedy store and uhhh it was me, Tony, our friend Benji Aflalo. And they put us up in a hotel room that only had 2 beds. That's 3 dudes, 2 beds. Found out how to make it not gay. You just take the 2 beds, push em together. 3 dudes one bed cancels out any potential gayness...",590,Nope
Dave Jenkins,Min #10 — KT #707,https://youtu.be/qUmZG3yN_L4?t=5737,0.28300000000000003,"Hi, everybody. So, I was grocery shopping the other day and my unemployed friend wanted to come along, as they do, and he just is one of those political types that can't stop talking about how bad Trump is. But I let him go on, tell the whole spiel, and his big thing was he was against borders he said borders don't work borders don't work I was like all right you do you but we get to the checkout line and on that little conveyor belt he puts that little divider so I'm just a little confused do borders work or do borders not work it really didn't look good because I was buying for taco night. Do you think an autistic girl has ever paid for fake tits to avoid eye contact? That's my time, thank you.",705,Nope
